Loss Function,Algorithm,Dataset Length,Dataset Width,Subset Length,Computation Time,Loss
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,400,10,10,0.17586337495595217,-96.79601443713774
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,400,10,10,0.026238708989694715,-94.42335237226833
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,400,10,10,0.026473708916455507,-89.9522338142388
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.1444257078692317,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.02775487513281405,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.028045249870046973,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10211504087783396,2.0891974326957667
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.017239375039935112,5.761359394524423
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.017109583131968975,10.200978407946817
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.4132142919115722,-97.12838033206194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,500,10,10,0.03914087498560548,-93.84970740087023
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,500,10,10,0.03836987493559718,-89.65319229226824
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.157453624997288,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.026037165895104408,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.028206790797412395,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10239504091441631,2.858961313893936
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.016903666080906987,4.986428818334549
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.016897415975108743,10.12501108531811
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.2873110000509769,-97.37977924041344
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,500,10,10,0.03501270804554224,-93.94351142928652
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,500,10,10,0.04104316607117653,-89.63905490817032
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.14916595886461437,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.028864916879683733,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.030048665823414922,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10341925011016428,2.4046482717692577
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.01729629118926823,6.159407402343349
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.01773158391006291,10.140265443556201
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.2744741248898208,-97.96358513987785
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,500,10,10,0.0341024158988148,-94.84263708921023
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,500,10,10,0.03613987495191395,-89.69580442195588
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.1584798749536276,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.024262958206236362,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.02800091588869691,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10193183296360075,3.0136613917282693
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.017217541811987758,6.297623110836636
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.01733154198154807,10.212802600149194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.27377187483944,-97.36896587576194
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,500,10,10,0.0339587910566479,-94.49424666424127
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,500,10,10,0.03370362496934831,-89.8680629937414
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.16324570798315108,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.024215082870796323,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.027872666949406266,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10206608404405415,2.447109658847562
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.01691004214808345,5.297719522473355
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.01689316611737013,10.150603449964878
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.26743066613562405,-97.4356392078992
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,500,10,10,0.03398287482559681,-94.59667999628394
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,500,10,10,0.03391324984841049,-89.78829595327167
"Uni-criterion: discreteCoverage, coverage",greedySwap,600,10,10,0.20516745885834098,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,600,10,10,0.035556417191401124,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,600,10,10,0.03024458303116262,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,600,10,10,0.12629979196935892,2.7147649671814142
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,600,10,10,0.022178832907229662,5.281708692301057
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,600,10,10,0.02159737516194582,10.111407435800526
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,600,10,10,0.35401750006712973,-97.24918386475454
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,600,10,10,0.04367208294570446,-95.32247175294793
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,600,10,10,0.050950124859809875,-89.8774628249441
"Uni-criterion: discreteCoverage, coverage",greedySwap,600,10,10,0.20586254191584885,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,600,10,10,0.03180566616356373,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,600,10,10,0.03497895784676075,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,600,10,10,0.12581870798021555,2.4728745121217743
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,600,10,10,0.022086584009230137,5.319562705705499
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,600,10,10,0.021142208017408848,10.127433782106637
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,600,10,10,0.3466540409717709,-97.23938055312769
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,600,10,10,0.045272916089743376,-94.99021382225466
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,600,10,10,0.04312804201617837,-89.81374957375486
"Uni-criterion: discreteCoverage, coverage",greedySwap,600,10,10,0.22416995791718364,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,600,10,10,0.03359375009313226,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,600,10,10,0.03032987518236041,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,600,10,10,0.12649983307346702,2.5429425341356477
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,600,10,10,0.021601416170597076,5.41709679439259
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,600,10,10,0.02169879199936986,10.270926785085402
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,600,10,10,0.34063666709698737,-97.5907154786234
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,600,10,10,0.04787579202093184,-95.18980861880446
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,600,10,10,0.04289566702209413,-89.82052644996313
"Uni-criterion: discreteCoverage, coverage",greedySwap,600,10,10,0.2230559589806944,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,600,10,10,0.03686116705648601,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,600,10,10,0.03794012498110533,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,600,10,10,0.12717229104600847,2.8065124712867204
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,600,10,10,0.020984375150874257,5.612816727434291
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,600,10,10,0.021914541022852063,10.147118427695109
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,600,10,10,0.3426170409657061,-97.53945413660364
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,600,10,10,0.043233833042904735,-94.18832727361773
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,600,10,10,0.04717287514358759,-89.76825904031736
"Uni-criterion: discreteCoverage, coverage",greedySwap,600,10,10,0.21567795798182487,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,600,10,10,0.032517375191673636,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,600,10,10,0.03266008314676583,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,600,10,10,0.12697770912200212,2.618080359125865
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,600,10,10,0.02163595799356699,5.563685351321883
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,600,10,10,0.021548209013417363,10.116312011026414
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,600,10,10,0.3580950840841979,-98.02625605057389
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,600,10,10,0.04417550005018711,-94.45896726838151
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,600,10,10,0.05117108300328255,-89.94601620856494
"Uni-criterion: discreteCoverage, coverage",greedySwap,700,10,10,0.284194374922663,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,700,10,10,0.040232500061392784,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,700,10,10,0.04104283405467868,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,700,10,10,0.15306820813566446,2.911402584134779
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,700,10,10,0.024868957931175828,5.686311758172304
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,700,10,10,0.024894417030736804,10.165270291840372
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,700,10,10,0.43086024979129434,-97.44101323429854
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,700,10,10,0.058778292033821344,-94.42112395649987
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,700,10,10,0.059457582887262106,-89.78109702285987
"Uni-criterion: discreteCoverage, coverage",greedySwap,700,10,10,0.29679958312772214,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,700,10,10,0.03870737482793629,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,700,10,10,0.03818912501446903,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,700,10,10,0.153128125006333,2.206826150899188
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,700,10,10,0.02508812490850687,5.320909292862899
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,700,10,10,0.024349417071789503,10.191493653120629
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,700,10,10,0.43008012510836124,-97.51928341719994
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,700,10,10,0.05445795808918774,-94.1452407615176
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,700,10,10,0.059873374877497554,-89.83141630487147
"Uni-criterion: discreteCoverage, coverage",greedySwap,700,10,10,0.28001787490211427,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,700,10,10,0.038944208063185215,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,700,10,10,0.04418654181063175,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,700,10,10,0.15216004103422165,2.7698053857706353
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,700,10,10,0.025069166906177998,5.631764568621518
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,700,10,10,0.024720167042687535,10.295730334588242
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,700,10,10,0.44850254198536277,-97.59872397878846
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,700,10,10,0.054976583924144506,-94.13311384253348
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,700,10,10,0.053968416061252356,-89.86429376918635
"Uni-criterion: discreteCoverage, coverage",greedySwap,700,10,10,0.29258479201234877,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,700,10,10,0.0445700827986002,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,700,10,10,0.04296479211188853,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,700,10,10,0.1520830001682043,2.183153872299781
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,700,10,10,0.024893958121538162,5.832096935932063
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,700,10,10,0.024651958141475916,10.147791996168868
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,700,10,10,0.4246166660450399,-97.23270437980007
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,700,10,10,0.06111962511204183,-95.16580034262222
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,700,10,10,0.053976458963006735,-89.85105338150021
